"","Status","FWS.Total","Other.Fed","Fed.Total","States.Total","Species.Total","Year"
"5082","E",8247,6090,14337,0,14337,2007
"5083","E",2444,5000,7444,0,7444,2007
"5084","E",50000,15550,65550,300,65850,2007
"5085","E",42693,0,42693,0,42693,2007
"5086","T",11500,30500,42000,0,42000,2007
"5087","E",8000,0,8000,0,8000,2007
"5088","T",47905,11481,59386,3500,62886,2007
"5089","E",26000,27470,53470,0,53470,2007
"5090","E",99079,14960,114039,0,114039,2007
"5091","E",500,0,500,700,1200,2007
"5092","E",12000,4700,16700,0,16700,2007
"5093","E",33400,29750,63150,0,63150,2007
"5094","E",1800,0,1800,0,1800,2007
"5095","E",11500,15000,26500,0,26500,2007
"5096","T",47028,127916,174944,7588,182532,2007
"5097","E",800,30000,30800,0,30800,2007
"5098","E",2500,1004,3504,0,3504,2007
"5099","E",1178,0,1178,0,1178,2007
"5100","E",52200,340052,392252,12350,404602,2007
"5101","E",0,0,0,300,300,2007
"5102","E",36000,23000,59000,0,59000,2007
"5103","E",1000,217102,218102,0,218102,2007
"5104","E",11500,5000,16500,0,16500,2007
"5105","E",500,280,780,2500,3280,2007
"5106","T",12500,193575,206075,1000,207075,2007
"5107","E",3534,0,3534,0,3534,2007
"5108","E",600,225602,226202,0,226202,2007
"5109","E",38000,2075,40075,0,40075,2007
"5110","E",1500,0,1500,0,1500,2007
"5111","E",2500,0,2500,0,2500,2007
"5112","T",0,13000,13000,0,13000,2007
"5113","E",3100,7500,10600,0,10600,2007
"5114","T",9400,0,9400,0,9400,2007
"5115","E",500,10003,10503,0,10503,2007
"5116","E",3000,0,3000,2500,5500,2007
"5117","E",3000,200,3200,0,3200,2007
"5118","T",4000,2852,6852,0,6852,2007
"5119","E",5000,7866,12866,0,12866,2007
"5120","E",500,0,500,0,500,2007
"5121","E",17000,25500,42500,0,42500,2007
"5122","E",1000,45,1045,0,1045,2007
"5123","E",12000,5600,17600,0,17600,2007
"5124","E",1400,0,1400,0,1400,2007
"5125","E",5000,2000,7000,0,7000,2007
"5126","E",2841,0,2841,607,3448,2007
"5127","E",0,37954,37954,0,37954,2007
"5128","E",2000,24000,26000,0,26000,2007
"5129","T",36000,9860,45860,0,45860,2007
"5130","E",63500,0,63500,0,63500,2007
"5131","E",7300,0,7300,0,7300,2007
"5132","T",0,100,100,0,100,2007
"5133","E",19000,0,19000,1500,20500,2007
"5134","T",0,5157,5157,0,5157,2007
"5135","E",0,80,80,18700,18780,2007
"5136","E",26000,0,26000,0,26000,2007
"5137","E",6900,17500,24400,0,24400,2007
"5138","T",75426,0,75426,0,75426,2007
"5139","E",31400,935,32335,0,32335,2007
"5140","E",69130,15809,84939,0,84939,2007
"5141","E",2200,1000,3200,0,3200,2007
"5142","E",42000,373,42373,0,42373,2007
"5143","T",5100,529081,534181,0,534181,2007
"5144","E",9000,0,9000,0,9000,2007
"5145","T",2600,15,2615,750,3365,2007
"5146","E",30600,37400,68000,0,68000,2007
"5147","T",18500,18500,37000,0,37000,2007
"5148","T",7000,42465,49465,0,49465,2007
"5149","E",4000,23000,27000,0,27000,2007
"5150","T",8500,800,9300,1000,10300,2007
"5151","E",47000,300,47300,11000,58300,2007
"5152","E",8468,0,8468,0,8468,2007
"5153","E",5900,0,5900,0,5900,2007
"5154","T",150892,16071,166963,0,166963,2007
"5155","E",0,89161,89161,0,89161,2007
"5156","E",7974,11363,19337,0,19337,2007
"5157","E",23503,0,23503,0,23503,2007
"5158","E",2000,7600,9600,0,9600,2007
"5159","T",86583,15960,102543,731,103274,2007
"5160","E",1500,1404,2904,0,2904,2007
"5161","T",6900,4600,11500,0,11500,2007
"5162","T",46780,0,46780,0,46780,2007
"5163","T",22000,300,22300,0,22300,2007
"5164","E",32821,4236,37057,0,37057,2007
"5165","E",700,0,700,0,700,2007
"5166","E",16410,144110,160520,3000,163520,2007
"5167","E",13400,28266,41666,0,41666,2007
"5168","T",13400,6666,20066,0,20066,2007
"5169","T",88000,3700,91700,900,92600,2007
"5170","E",26300,2085,28385,0,28385,2007
"5171","T",17100,0,17100,0,17100,2007
"5172","E",10600,0,10600,0,10600,2007
"5173","E",151255,16000,167255,0,167255,2007
"5174","E",60865,30000,90865,0,90865,2007
"5175","T",1848793,0,1848793,0,1848793,2007
"5176","T",11903,0,11903,0,11903,2007
"5177","T",22000,0,22000,0,22000,2007
"5178","E",14359,0,14359,0,14359,2007
"5179","E",106357,0,106357,0,106357,2007
"5180","E",600,0,600,0,600,2007
"5181","T",20600,21364,41964,1200,43164,2007
"5182","T",6000,11000,17000,0,17000,2007
"5183","E",19500,0,19500,0,19500,2007
"5184","T",1954815,0,1954815,0,1954815,2007
"5185","E",4000,0,4000,0,4000,2007
"5186","T",0,26915,26915,0,26915,2007
"5187","E",0,0,0,3000,3000,2007
"5188","E",22500,21350,43850,2500,46350,2007
"5189","E",35780,0,35780,0,35780,2007
"5190","T",10486,5815,16301,0,16301,2007
"5191","E",16000,25500,41500,0,41500,2007
"5192","E",500,0,500,0,500,2007
"5193","T",11500,800,12300,0,12300,2007
"5194","E",12600,0,12600,0,12600,2007
"5195","E",400,0,400,0,400,2007
"5196","E",39555,0,39555,0,39555,2007
"5197","E",29080,600,29680,0,29680,2007
"5198","E",16420,63000,79420,0,79420,2007
"5199","E",2000,0,2000,0,2000,2007
"5200","E",10500,0,10500,0,10500,2007
"5201","T",9000,5550,14550,0,14550,2007
"5202","E",71000,339250,410250,750,411000,2007
"5203","E",37271,1500,38771,0,38771,2007
"5204","T",19400,0,19400,0,19400,2007
"5205","E",8818,9400,18218,0,18218,2007
"5206","T",0,100,100,0,100,2007
"5207","E",283650,4629,288279,7500,295779,2007
"5208","E",34500,21500,56000,0,56000,2007
"5209","E",11400,44500,55900,0,55900,2007
"5210","E",706,37954,38660,0,38660,2007
"5211","E",0,30266,30266,0,30266,2007
"5212","T",371,20200,20571,0,20571,2007
"5213","E",0,3500,3500,0,3500,2007
"5214","E",29000,0,29000,0,29000,2007
"5215","T",8000,5865,13865,0,13865,2007
"5216","E",12000,0,12000,0,12000,2007
"5217","E",4100,11100,15200,0,15200,2007
"5218","E",1800,0,1800,0,1800,2007
"5219","E",600,41100,41700,0,41700,2007
"5220","E",14800,146566,161366,0,161366,2007
"5221","E",400,0,400,0,400,2007
"5222","E",6000,146407,152407,0,152407,2007
"5223","E",2900,0,2900,0,2900,2007
"5224","E",500,84876,85376,0,85376,2007
"5225","E",13900,0,13900,0,13900,2007
"5226","E",7000,0,7000,0,7000,2007
"5227","E",8500,42438,50938,0,50938,2007
"5228","E",700,8500,9200,0,9200,2007
"5229","E",500,5000,5500,0,5500,2007
"5230","E",36100,0,36100,0,36100,2007
"5231","E",50500,5069,55569,0,55569,2007
"5232","E",600,0,600,0,600,2007
"5233","E",500,69,569,0,569,2007
"5234","E",3000,69,3069,0,3069,2007
"5235","E",50500,5000,55500,0,55500,2007
"5236","E",4600,2760,7360,0,7360,2007
"5237","E",600,127314,127914,0,127914,2007
"5238","T",62587,2500,65087,0,65087,2007
"5239","E",23678,0,23678,0,23678,2007
"5240","E",16500,22700,39200,0,39200,2007
"5241","E",8400,0,8400,0,8400,2007
"5242","T",12500,0,12500,0,12500,2007
"5243","E",25700,500,26200,0,26200,2007
"5244","T",13000,3750,16750,200,16950,2007
"5245","E",5500,0,5500,0,5500,2007
"5246","E",700,0,700,0,700,2007
"5247","E",5600,0,5600,0,5600,2007
"5248","E",500,0,500,0,500,2007
"5249","E",4800,217221,222021,0,222021,2007
"5250","E",9400,42438,51838,0,51838,2007
"5251","E",1300,0,1300,0,1300,2007
"5252","E",600,0,600,0,600,2007
"5253","E",12200,1169,13369,0,13369,2007
"5254","E",4500,0,4500,0,4500,2007
"5255","E",4500,0,4500,0,4500,2007
"5256","E",600,84876,85476,0,85476,2007
"5257","E",5000,0,5000,0,5000,2007
"5258","E",5500,0,5500,0,5500,2007
"5259","E",4500,0,4500,0,4500,2007
"5260","E",4500,0,4500,0,4500,2007
"5261","E",9400,42507,51907,0,51907,2007
"5262","E",2000,0,2000,500,2500,2007
"5263","E",9000,94038,103038,1000,104038,2007
"5264","E",2000,0,2000,500,2500,2007
"5265","E",12400,4485,16885,0,16885,2007
"5266","E",500,42438,42938,0,42938,2007
"5267","E",14400,79000,93400,0,93400,2007
"5268","E",18500,0,18500,0,18500,2007
"5269","E",130500,127513,258013,57476,315489,2014
"5270","E",568728,1301772,1870500,103125,1973625,2014
"5271","E",921459,594361,1515820,0,1515820,2014
"5272","E",2497818,12398390,14896208,296548,15192756,2014
"5273","E",40000,665525,705525,26500,732025,2014
"5274","E",22967,0,22967,0,22967,2014
"5275","T",60839,460658,521497,0,521497,2014
"5276","E",8000,33000,41000,0,41000,2014
"5277","E",103240,74274,177514,12500,190014,2014
"5278","E",83600,218387,301987,157716,459703,2014
"5279","SAT",4500,21990,26490,0,26490,2014
"5280","T",2088262,4182885,6271147,1765806,8036953,2014
"5281","EXPN",274056,283425,557481,457000,1014481,2014
"5282","T",0,23770,23770,0,23770,2014
"5283","T",0,1100,1100,3300,4400,2014
"5284","T",192000,607380,799380,150679,950059,2014
"5285","T",1160000,2522787,3682787,78500,3761287,2014
"5286","T",247000,25000,272000,0,272000,2014
"5287","E",313935,47480,361415,18100,379515,2014
"5288","E",1237982,67512,1305494,18100,1323594,2014
"5289","E",13000,18930,31930,0,31930,2014
"5290","E",5300,776371,781671,105472,887143,2014
"5291","EXPN",4696645,495156,5191801,270745,5462546,2014
"5292","E",585082,3691154,4276236,0,4276236,2014
"5293","E",115669,158000,273669,0,273669,2014
"5294","E",49750,160000,209750,0,209750,2014
"5295","E",80640,130000,210640,0,210640,2014
"5296","E",74063,40000,114063,0,114063,2014
"5297","E",433700,169165,602865,22800,625665,2014
"5298","E",27200,282854,310054,0,310054,2014
"5299","E",100,0,100,0,100,2014
"5300","E",0,68051,68051,0,68051,2014
"5301","E",86851,220611,307462,0,307462,2014
"5302","E",18346,500,18846,0,18846,2014
"5303","E",168786,83548,252334,0,252334,2014
"5304","E",4408,280723,285131,0,285131,2014
"5305","E",70992,38411,109403,0,109403,2014
"5306","T",1434871,3635984,5070855,192647,5263502,2014
"5307","E",2131500,2798095,4929595,18700,4948295,2014
"5308","E",22213,35800,58013,0,58013,2014
"5309","E",78000,20785,98785,0,98785,2014
"5310","E",78000,600,78600,1570,80170,2014
"5311","E",83500,47580,131080,8635,139715,2014
"5312","E",4500,5810,10310,0,10310,2014
"5313","E",310607,270819,581426,29500,610926,2014
"5314","E",61190,9100,70290,0,70290,2014
"5315","E",149000,44538,193538,19626,213164,2014
"5316","T",85480,429354,514834,98953,613787,2014
"5317","E",526724,439393,966117,0,966117,2014
"5318","T",28000,76500,104500,1570,106070,2014
"5319","E",104500,33500,138000,7850,145850,2014
"5320","E",514967,486979,1001946,15000,1016946,2014
"5321","T",283000,80020,363020,3500,366520,2014
"5322","T",5878,751268,757146,0,757146,2014
"5323","E",1905500,1118425,3023925,749584,3773509,2014
"5324","T",102500,6595,109095,4000,113095,2014
"5325","T",44000,729329,773329,4000,777329,2014
"5326","T",69000,6595,75595,4000,79595,2014
"5327","T",108000,30595,138595,4000,142595,2014
"5328","T",278924,459854,738778,325000,1063778,2014
"5329","E",499000,380250,879250,135800,1015050,2014
"5330","EXPN",385000,169500,554500,0,554500,2014
"5331","E",30000,0,30000,1000,31000,2014
"5332","E",195583,67931,263514,80800,344314,2014
"5333","E",11000,257461,268461,0,268461,2014
"5334","E",51552,132,51684,0,51684,2014
"5335","E",7000,2210,9210,0,9210,2014
"5336","T",0,151000,151000,0,151000,2014
"5337","E",1962,5270543,5272505,0,5272505,2014
"5338","DM",18770,777264,796034,5000,801034,2014
"5339","E",0,29928667,29928667,543681,30472348,2014
"5340","T",0,82383,82383,0,82383,2014
"5341","T",0,791875,791875,0,791875,2014
"5342","E",4303,63620,67923,0,67923,2014
"5343","E",61470,113200,174670,0,174670,2014
"5344","E",44660,10800,55460,0,55460,2014
"5345","E",100500,61600,162100,24504,186604,2014
"5346","E",117029,1494710,1611739,5000,1616739,2014
"5347","E",10500,14455,24955,25500,50455,2014
"5348","T",171439,76814,248253,0,248253,2014
"5349","E",198790,96800,295590,0,295590,2014
"5350","E",5000,1000,6000,0,6000,2014
"5351","E",200,45100,45300,4150,49450,2014
"5352","E",0,2142015,2142015,0,2142015,2014
"5353","E",1000,2559771,2560771,0,2560771,2014
"5354","E",0,913017,913017,0,913017,2014
"5355","E",0,97741,97741,0,97741,2014
"5356","E",0,1666456,1666456,0,1666456,2014
"5357","E",0,117844,117844,0,117844,2014
"5358","E",25500,4720149,4745649,0,4745649,2014
"5359","E",0,2405118,2405118,3000,2408118,2014
"5360","E",1000,10206748,10207748,0,10207748,2014
"5361","E",0,361594,361594,0,361594,2014
"5362","E",0,1275022,1275022,0,1275022,2014
"5363","E",0,1000,1000,0,1000,2014
"5364","E",1000,1403828,1404828,0,1404828,2014
"5365","E",1267822,2550497,3818319,284994,4103313,2014
"5366","T",62000,40000,102000,0,102000,2014
"5367","EXPN",2215488,129993,2345481,125000,2470481,2014
"5368","EXPN",41972,710460,752432,0,752432,2014
"5369","E",304000,29000,333000,0,333000,2014
"5370","EXPN",972000,17000,989000,33673,1022673,2014
"5371","E",23000,10700,33700,0,33700,2014
"5372","E",13456,132,13588,0,13588,2014
"5373","E",131488,38722,170210,0,170210,2014
"5374","E",101589,80264,181853,0,181853,2014
"5375","E",11622,0,11622,0,11622,2014
"5376","E",9739,0,9739,0,9739,2014
"5377","E",93477,80264,173741,0,173741,2014
"5378","E",141628,44222,185850,0,185850,2014
"5379","E",142773,13639,156412,0,156412,2014
"5380","E",128000,10230,138230,0,138230,2014
"5381","E",163500,3800,167300,1500,168800,2014
"5382","T",110000,865284,975284,0,975284,2014
"5383","E",1440636,813299,2253935,0,2253935,2014
"5384","EXPN",16000,254882,270882,198500,469382,2014
"5385","E",736027,366454,1102481,0,1102481,2014
"5386","E",512500,5254,517754,0,517754,2014
"5387","E",159410,403501,562911,11407,574318,2014
"5388","EXPN",809326,34750,844076,38873,882949,2014
"5389","EXPN",938124,717215,1655339,2100,1657439,2014
"5390","EXPN",0,15250,15250,133,15383,2014
"5391","E",94940,58722,153662,0,153662,2014
"5392","E",9898,0,9898,0,9898,2014
"5393","E",8884,0,8884,0,8884,2014
"5394","E",1131303,2000,1133303,0,1133303,2014
"5395","E",897416,427004,1324420,0,1324420,2014
"5396","E",10000,0,10000,0,10000,2014
"5397","E",4700,33054,37754,0,37754,2014
"5398","E",686156,485156,1171312,0,1171312,2014
"5399","E",85868,409773,495641,0,495641,2014
"5400","T",583500,186634,770134,0,770134,2014
"5401","T",1300500,356623,1657123,2500,1659623,2014
"5402","E",57109,239222,296331,0,296331,2014
"5403","E",86800,993182,1079982,2000,1081982,2014
"5404","EXPN",50000,233809,283809,0,283809,2014
"5405","E",12659,2991,15650,0,15650,2014
"5406","E",46121,6483,52604,0,52604,2014
"5407","E",796290,22318535,23114825,42520,23157345,2014
"5408","T",228623,885554,1114177,0,1114177,2014
"5409","E",434844,531795,966639,0,966639,2014
"5410","E",182217,57030,239247,0,239247,2014
"5411","E",90000,10726,100726,0,100726,2014
"5412","E",93000,16424,109424,0,109424,2014
"5413","E",10405,5458,15863,0,15863,2014
"5414","T",343383,1798129,2141512,10000,2151512,2014
"5415","E",139992,158728,298720,0,298720,2014
"5416","E",289500,743611,1033111,44240,1077351,2014
"5417","E",41211,523540,564751,0,564751,2014
"5418","E",37472,2991,40463,0,40463,2014
"5419","E",688656,321856,1010512,0,1010512,2014
"5420","E",234316,228023,462339,0,462339,2014
"5421","T",1712999,2563951,4276950,631933,4908883,2014
"5422","E",8000,0,8000,0,8000,2014
"5423","E",8522,0,8522,0,8522,2014
"5424","E",8015,0,8015,0,8015,2014
"5425","E",8895,0,8895,0,8895,2014
"5426","T",101279,5737697,5838976,24151,5863127,2014
"5427","T",4896153,8336113,13232266,164500,13396766,2014
"5428","E",647999,59393,707392,0,707392,2014
"5429","E",233425,14458,247883,0,247883,2014
"5430","E",1431500,53968,1485468,0,1485468,2014
"5431","E",10000,0,10000,0,10000,2014
"5432","E",230035,417684,647719,0,647719,2014
"5433","E",12500,2330,14830,0,14830,2014
"5434","E",476382,358260,834642,18500,853142,2014
"5435","T",1175229,10126690,11301919,383260,11685179,2014
"5436","T",1386510,2795411,4181921,44100,4226021,2014
"5437","E",8377,0,8377,0,8377,2014
"5438","E",1456409,16150,1472559,0,1472559,2014
"5439","T",901384,2769545,3670929,338559,4009488,2014
"5440","E",536016,522293,1058309,0,1058309,2014
"5441","E",263484,331234,594718,0,594718,2014
"5442","EXPN",41503,14400,55903,0,55903,2014
"5443","E",240501,123154,363655,0,363655,2014
"5444","E",389672,2222920,2612592,14800,2627392,2014
"5445","T",533000,4407477,4940477,70661,5011138,2014
"5446","T",343675,43077,386752,0,386752,2014
"5447","E",18908,2469177,2488085,0,2488085,2014
"5448","E",367000,355850,722850,0,722850,2014
"5449","E",230500,328281,558781,70888,629669,2014
"5450","T",522,568379,568901,0,568901,2014
"5451","E",707061,419016,1126077,0,1126077,2014
"5452","T",350000,2097672,2447672,4050,2451722,2014
"5453","E",23861,692155,716016,0,716016,2014
"5454","E",458665,2071321,2529986,3280,2533266,2014
"5455","E",317097,8913016,9230113,104452,9334565,2014
"5456","E",21600,219140,240740,2500,243240,2014
"5457","T",7500,52200,59700,100,59800,2014
"5458","E",18662,0,18662,0,18662,2014
"5459","E",8377,0,8377,0,8377,2014
"5460","E",165838,42545,208383,0,208383,2014
"5461","T",105569,219372,324941,0,324941,2014
"5462","E",301270,209261,510531,2000,512531,2014
"5463","E",290151,2506446,2796597,0,2796597,2014
"5464","E",283900,460847,744747,0,744747,2014
"5465","E",63991,500,64491,0,64491,2014
"5466","E",2000,4500,6500,0,6500,2014
"5467","E",683800,580910,1264710,0,1264710,2014
"5468","E",20819,0,20819,0,20819,2014
"5469","E",103580,249,103829,0,103829,2014
"5470","E",200,2500,2700,0,2700,2014
"5471","E",2547250,24089090,26636340,1454810,28091150,2014
"5472","SAT",181500,140790,322290,1454832,1777122,2014
"5473","E",6000,0,6000,0,6000,2014
"5474","T",6500,0,6500,0,6500,2014
"5475","E",19500,49024,68524,0,68524,2014
"5476","E",10500,0,10500,0,10500,2014
"5477","T",43000,301570,344570,83396,427966,2014
"5478","T",54000,185113,239113,89000,328113,2014
"5479","E",6500,0,6500,0,6500,2014
"5480","T",7000,0,7000,0,7000,2014
"5481","E",408330,400925,809255,0,809255,2014
"5482","T",1740,0,1740,0,1740,2014
"5483","DM",6892,69193,76085,0,76085,2014
"5484","E",7500,14500,22000,0,22000,2014
"5485","T",1300,5500,6800,3250,10050,2014
"5486","E",140000,2359200,2499200,293308,2792508,2014
"5487","T",460159,6665473,7125632,468021,7593653,2014
"5488","E",637131,6095506,6732637,30809,6763446,2014
"5489","E",325689,5098377,5424066,212148,5636214,2014
"5490","E",2204042,5833396,8037438,22309,8059747,2014
"5491","T",713100,6998356,7711456,948637,8660093,2014
"5492","E",26754,2332216,2358970,0,2358970,2014
"5493","T",309904,1828108,2138012,0,2138012,2014
"5494","E",0,33000,33000,0,33000,2014
"5495","T",44000,350740,394740,0,394740,2014
"5496","T",328000,699238,1027238,0,1027238,2014
"5497","T",2000,0,2000,0,2000,2014
"5498","T",26000,5292,31292,0,31292,2014
"5499","T",333000,1651338,1984338,1011,1985349,2014
"5500","T",742352,1647847,2390199,0,2390199,2014
"5501","T",50000,44200,94200,29050,123250,2014
"5502","E",108679,163849,272528,0,272528,2014
"5503","SAT",8178,1257689,1265867,0,1265867,2014
"5504","T",1386823,32138420,33525243,152380,33677623,2014
"5505","T",99500,6127344,6226844,2500,6229344,2014
"5506","E",0,64183,64183,9000,73183,2014
"5507","T",236359,1046955,1283314,72163,1355477,2014
"5508","SAT",11500,91031,102531,22538,125069,2014
"5509","T",700,3497,4197,10500,14697,2014
"5510","E",0,7793,7793,9000,16793,2014
"5511","T",0,277891,277891,0,277891,2014
"5512","T",0,15128,15128,0,15128,2014
"5513","T",190460,45100,235560,0,235560,2014
"5514","T",6500,17500,24000,0,24000,2014
"5515","E",6000,0,6000,0,6000,2014
"5516","T",1441170,6646292,8087462,0,8087462,2014
"5517","T",201000,1174194,1375194,327500,1702694,2014
"5518","E",301000,132549,433549,0,433549,2014
"5519","E",71149,52620,123769,0,123769,2014
"5520","E",120922,130934,251856,0,251856,2014
"5521","E",57038,49830,106868,0,106868,2014
"5522","T",552700,89481,642181,34500,676681,2014
"5523","E",106136,424602,530738,0,530738,2014
"5524","T",7500,0,7500,0,7500,2014
"5525","E",62045,25301,87346,19700,107046,2014
"5526","E",30000,2223,32223,0,32223,2014
"5527","E",30000,2223,32223,0,32223,2014
"5528","E",410264,21674,431938,0,431938,2014
"5529","E",385728,4750167,5135895,0,5135895,2014
"5530","T",728646,295212,1023858,0,1023858,2014
"5531","T",8700,0,8700,8600,17300,2014
"5532","E",74240,0,74240,0,74240,2014
"5533","T",49500,571273,620773,13908,634681,2014
"5534","T",150000,24590,174590,0,174590,2014
"5535","E",20000,5800,25800,0,25800,2014
"5536","T",50000,49400,99400,0,99400,2014
"5537","T",0,25648,25648,0,25648,2014
"5538","E",24000,274370,298370,1545,299915,2014
"5539","T",40000,2576,42576,0,42576,2014
"5540","T",50000,900,50900,0,50900,2014
"5541","E",179658,0,179658,0,179658,2014
"5542","E",0,27000,27000,1500,28500,2014
"5543","E",8500,136016,144516,11000,155516,2014
"5544","E",50000,850,50850,0,50850,2014
"5545","E",199874,834602,1034476,0,1034476,2014
"5546","E",222900,165500,388400,0,388400,2014
"5547","T",8500,930,9430,0,9430,2014
"5548","E",957152,16760,973912,7317,981229,2014
"5549","T",138886,93420,232306,0,232306,2014
"5550","E",0,798277,798277,93107,891384,2014
"5551","T",97500,1500,99000,2000,101000,2014
"5552","E",5500,0,5500,0,5500,2014
"5553","T",104161,38366,142527,1450,143977,2014
"5554","E",855825,5246773,6102598,146450,6249048,2014
"5555","E",658803,42000,700803,4516,705319,2014
"5556","T",8000,12600,20600,0,20600,2014
"5557","E",70000,781109,851109,143000,994109,2014
"5558","E",49092,13009377,13058469,350629,13409098,2014
"5559","T",4373,0,4373,516,4889,2014
"5560","T",66539,465664,532203,14516,546719,2014
"5561","E",49044,8300,57344,0,57344,2014
"5562","E",96172,2643,98815,9200,108015,2014
"5563","T",13000,0,13000,4000,17000,2014
"5564","T",0,500,500,3800,4300,2014
"5565","T",43500,10296,53796,14912,68708,2014
"5566","EXPN",2000,100,2100,0,2100,2014
"5567","EXPN",2000,0,2000,0,2000,2014
"5568","E",180000,175600,355600,240700,596300,2014
"5569","E",96600,1500,98100,1500,99600,2014
"5570","E",353868,602233,956101,500,956601,2014
"5571","E",1004796,300,1005096,900,1005996,2014
"5572","T",127500,43285,170785,1500,172285,2014
"5573","E",26864,0,26864,1750,28614,2014
"5574","T",38272,5600,43872,700,44572,2014
"5575","T",110373,33000,143373,6203,149576,2014
"5576","E",5796,100,5896,100,5996,2014
"5577","E",218,2770,2988,0,2988,2014
"5578","E",14500,150,14650,0,14650,2014
"5579","E",270228,20931,291159,10750,301909,2014
"5580","E",25500,10719,36219,0,36219,2014
"5581","T",700,15033,15733,0,15733,2014
"5582","E",212000,55909,267909,0,267909,2014
"5583","E",21500,126953,148453,0,148453,2014
"5584","T",110000,8015,118015,0,118015,2014
"5585","E",18000,1684,19684,4000,23684,2014
"5586","E",15000,26101,41101,4050,45151,2014
"5587","E",62500,1271749,1334249,3000,1337249,2014
"5588","EXPN",0,100,100,0,100,2014
"5589","E",87000,13238,100238,0,100238,2014
"5590","E",75000,24000,99000,0,99000,2014
"5591","T",9000,4427,13427,0,13427,2014
"5592","T",42737,208023,250760,900,251660,2014
"5593","E",0,2400,2400,0,2400,2014
"5594","T",301676,22705,324381,0,324381,2014
"5595","T",38500,492436,530936,0,530936,2014
"5596","E",11500,200,11700,0,11700,2014
"5597","E",700,150,850,0,850,2014
"5598","T",47500,0,47500,0,47500,2014
"5599","T",12500,9903,22403,0,22403,2014
"5600","E",4000,0,4000,0,4000,2014
"5601","E",15500,0,15500,0,15500,2014
"5602","E",20500,3231,23731,0,23731,2014
"5603","T",0,1067369,1067369,45614,1112983,2014
"5604","E",1000,5000,6000,0,6000,2014
"5605","E",15000,0,15000,0,15000,2014
"5606","E",3000,31900,34900,0,34900,2014
"5607","E",50000,0,50000,0,50000,2014
"5608","E",418556,110208,528764,0,528764,2014
"5609","E",33000,4658,37658,0,37658,2014
"5610","E",102000,116173,218173,97387,315560,2014
"5611","E",26000,531,26531,0,26531,2014
"5612","T",53947,150996,204943,0,204943,2014
"5613","E",29000,381,29381,0,29381,2014
"5614","EXPN",0,3000,3000,0,3000,2014
"5615","E",500,3432,3932,0,3932,2014
"5616","E",12500,6850,19350,0,19350,2014
"5617","EXPN",0,100,100,0,100,2014
"5618","T",66000,8850,74850,0,74850,2014
"5619","EXPN",11000,100,11100,20000,31100,2014
"5620","T",15000,2400,17400,0,17400,2014
"5621","E",59500,648397,707897,265500,973397,2014
"5622","E",225000,8998652,9223652,0,9223652,2014
"5623","EXPN",0,2100,2100,0,2100,2014
"5624","E",40123,2612012,2652135,413629,3065764,2014
"5625","EXPN",5000,650,5650,44020,49670,2014
"5626","E",111604,6700,118304,3550,121854,2014
"5627","E",378796,300,379096,1000,380096,2014
"5628","E",50000,25000,75000,0,75000,2014
"5629","E",31500,260185,291685,216700,508385,2014
"5630","E",773275,362445,1135720,2900,1138620,2014
"5631","E",50000,0,50000,0,50000,2014
"5632","E",204724,52500,257224,0,257224,2014
"5633","E",50500,300,50800,800,51600,2014
"5634","T",0,803277,803277,115608,918885,2014
"5635","T",0,803277,803277,115923,919200,2014
"5636","E",2792750,5829142,8621892,0,8621892,2014
"5637","T",1035167,33474365,34509532,932545,35442077,2014
"5638","T",275500,47826659,48102159,1096877,49199036,2014
"5639","E",40000,7104783,7144783,0,7144783,2014
"5640","T",0,8827332,8827332,12297202,21124534,2014
"5641","T",729000,38109771,38838771,3686937,42525708,2014
"5642","T",11500,17417406,17428906,202634,17631540,2014
"5643","E",148200,30479197,30627397,3209160,33836557,2014
"5644","T",20000,4108190,4128190,0,4128190,2014
"5645","T",0,4301951,4301951,0,4301951,2014
"5646","EXPN",29000,13000,42000,0,42000,2014
"5647","T",12000,9910579,9922579,1407154,11329733,2014
"5648","T",400,5447377,5447777,1427207,6874984,2014
"5649","E",0,5472499,5472499,0,5472499,2014
"5650","T",298811,12484391,12783202,14615,12797817,2014
"5651","T",190500,6353651,6544151,1063132,7607283,2014
"5652","T",153450,11405629,11559079,2980539,14539618,2014
"5653","E",3000,22157665,22160665,620122,22780787,2014
"5654","T",5000,4435592,4440592,660119,5100711,2014
"5655","E",0,1307709,1307709,61172,1368881,2014
"5656","E",31507,10500,42007,0,42007,2014
"5657","T",11500,12000,23500,0,23500,2014
"5658","T",83824,163040,246864,2000,248864,2014
"5659","T",96500,1500,98000,3280,101280,2014
"5660","T",10500,5119,15619,0,15619,2014
"5661","E",700,0,700,0,700,2014
"5662","E",24000,10500,34500,30479,64979,2014
"5663","E",6500,731,7231,0,7231,2014
"5664","T",25000,121400,146400,0,146400,2014
"5665","E",54500,2100,56600,0,56600,2014
"5666","E",54500,2200,56700,0,56700,2014
"5667","E",413404,278758,692162,7400,699562,2014
"5668","EXPN",199460,0,199460,0,199460,2014
"5669","T",21000,5600,26600,3800,30400,2014
"5670","T",1059650,10901149,11960799,0,11960799,2014
"5671","E",19500,744595,764095,235500,999595,2014
"5672","T",44568,2800,47368,1800,49168,2014
"5673","T",12000,41063,53063,14500,67563,2014
"5674","E",164884,3900,168784,3950,172734,2014
